id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
1772222957.8920748,Rules,Gene,1.099309964070632e-06,5.4965498203531604e-05,0.0,,,,,,,
1772222957.8960936,Rules,Gene,0.001,0.5,100.0,,,,,,,
1772222957.8981035,ML,Gene,0.002,1.0,200.0,,,,,,,
1772222957.9119158,Rules,HER2,1.0482384297285442e-06,5.241192148642721e-05,0.0,,,,,,,
1772222957.9139285,Rules,Ki67,9.251904821452808e-07,4.6259524107264036e-05,0.0,,,,,,,
1772222957.917956,Transformer,Ki67,8.234870404468879e-05,0.004117435202234439,0.0,,,,,,,
1772222957.9197128,Rules,ER,1.0141882489646997e-06,5.0709412448234974e-05,0.0,,,,,,,
1772222957.9197128,Transformer,ER,9.721121672995178e-05,0.004860560836497589,0.0,,,,,,,
9a6e4400-f544-46db-bb82-380b6d8db01e,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 21:10:20,19.302971124649048,2.8531772743644978e-06,1.9267506133783454e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
0520a5e2-6ab5-424e-abeb-8b7801b02247,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 21:12:08,14.094815969467165,1.3324734543631349e-06,8.99819323731425e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
756be3ee-c032-404d-9457-dc7cc7ffc7f4,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 21:17:21,14.128861665725708,1.1703228588147618e-06,7.903190265576088e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
69303e0c-2459-4511-832e-b4756907c464,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 21:23:26,15.060937881469728,1.2069887865162624e-06,8.150795275344322e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
7ce99fc2-0071-441f-bdf2-cc011892109b,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 21:26:45,17.91132354736328,1.8753961059767565e-06,1.2664549903661037e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
2ef48991-6526-4c00-aeb0-41d6f2d8e15b,Consumtion_of_generate_risk_context_report.py,We Calculate...,,2026-02-27 21:28:48,14.468817234039308,1.3631636361676786e-06,9.205444035040336e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
eeacba23-8648-40c4-878e-7aa880af4259,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 21:30:17,18.377172470092773,1.4064669665475533e-06,9.497871425095629e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
5b67b453-81c6-47b4-afd9-104a356052d0,Consumtion_of_E_risk_context.py,Calculating Contextual Risk,,2026-02-27 21:32:01,18.424420595169067,3.2404156242202072e-06,2.1882526710359059e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
9a74bc84-bf55-4e75-9d3d-a9302f664d87,Consumtion_of_E_templeability.py,We Calculate...,,2026-02-27 21:34:06,17.362617015838623,1.3360219182161707e-06,9.022156013713801e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
8ae47df2-42f0-4e54-97ca-499fdfa5b155,Consumtion_of_generate_risk_context_report.py,We Calculate...,,2026-02-27 21:35:48,17.74276065826416,1.0702386707281144e-06,7.227321743426956e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
394f4cd8-56f2-4572-822e-d92824ff55ca,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 21:36:35,18.32508039474488,1.117911996480894e-06,7.54925971223548e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
708626dc-0cce-415d-8146-31c8432e10e3,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:12:50,16.14419412612915,1.1905121582131568e-06,8.039528604413448e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
dc5a2115-52ff-46f6-9185-a874e689bed9,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:17:11,16.01585841178894,1.3160253624352556e-06,8.887119272525283e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
a2563004-50be-4b86-89fd-0609941692b0,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 22:22:58,13.350968599319458,1.3296413048228352e-06,8.979067731468607e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
1b2e18de-fcdc-4df6-80b1-205e2be082da,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 22:24:04,17.413957118988037,1.411733932730747e-06,9.533439247730737e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
1772227834.476416,Rules,Estrogen_receptor,8.752293058995139e-07,4.3761465294975695e-05,0.0,,,,,,,
1772227834.485911,Transformer,Ki67,8.152860710509452e-05,0.004076430355254726,0.0,,,,,,,
1772227834.4928265,Rules,Estrogen_receptor,1.0514024859270285e-06,5.257012429635142e-05,0.0,,,,,,,
1772227834.4928265,Transformer,Ki67,0.0001118874403594,0.005594372017974201,0.0,,,,,,,
1772227834.4928265,Rules,Estrogen_receptor,1.0432786965336064e-06,5.216393482668032e-05,0.0,,,,,,,
1772227834.4928265,Transformer,Ki67,0.000107997836755,0.005399891837751258,0.0,,,,,,,
0861a8ba-cee3-4b60-b1b8-0235e871351f,Consumtion_of_E_templeability.py,We Calculate...,,2026-02-27 22:30:55,14.257646560668944,1.5844248188884715e-06,1.0699620801953848e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
44726b4f-dd63-469d-91b1-49afce3633c5,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:31:41,16.581923961639404,1.4954622360855865e-06,1.0098856480285965e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
d677fda5-3c00-4f06-b81e-0e6e3692967f,Consumtion_of_E_fesability_NER.py,Calcul Faisabilite NER,,2026-02-27 22:36:56,14.308287382125854,1.918602893693446e-06,1.2956325341111842e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
ff8476a5-b771-4fa9-a489-0a21dab629a6,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:39:35,14.797191381454468,1.4468588126589528e-06,9.770637561885909e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0", 1 device(s),Windows,FR/Rhône-Alpes,0.0
1772228612.5373943,Rules,Estrogen_receptor,1.033829779457744e-06,5.1691488972887195e-05,0.0,,,,,,,
1772228612.5478182,Transformer,Ki67,0.0001045637402333,0.00522818701166888,0.0,,,,,,,
1772228612.5565066,Rules,Estrogen_receptor,9.946597698158025e-07,4.9732988490790114e-05,0.0,,,,,,,
1772228612.5590594,Transformer,Ki67,9.94326619709248e-05,0.00497163309854624,0.0,,,,,,,
1772228612.5590594,Rules,Estrogen_receptor,9.595847365827218e-07,4.797923682913609e-05,0.0,,,,,,,
1772228612.5590594,Transformer,Ki67,9.491310182402038e-05,0.0047456550912010195,0.0,,,,,,,
1772228613.1256177,Rules,Gene,1.0996477673549756e-06,5.498238836774878e-05,0.0,,,,,,,
1772228613.1332955,ML_CRF,Tumor,0.0005,0.25,4.918336868286133,,,,,,,
1772228613.1332955,Rules,Gene,1.1986182675543362e-06,5.993091337771681e-05,0.0,,,,,,,
1772228613.1430674,Rules,Gene,0.001,0.5,100.0,,,,,,,
1772228613.1430674,ML,Gene,0.002,1.0,200.0,,,,,,,
1772228613.1664367,Rules,HER2,8.357007094697379e-07,4.1785035473486894e-05,0.0,,,,,,,
1772228613.1716187,Rules,Ki67,1.0943421813501927e-06,5.4717109067509633e-05,0.0,,,,,,,
1772228613.1738124,Transformer,Ki67,8.123566206953898e-05,0.004061783103476949,0.0,,,,,,,
1772228613.175663,Rules,ER,1.124673473382147e-06,5.623367366910735e-05,0.0,,,,,,,
1772228613.178152,Transformer,ER,0.0001118510761757,0.005592553808787735,0.0,,,,,,,
1772228673.1670508,Rules,Estrogen_receptor,8.114838144468885e-07,4.057419072234443e-05,0.0,,,,,,,
1772228673.1838098,Transformer,Ki67,8.000853669432442e-05,0.004000426834716221,0.0,,,,,,,
1772228673.1923044,Rules,Estrogen_receptor,8.966762982127188e-07,4.483381491063594e-05,0.0,,,,,,,
1772228673.1946256,Transformer,Ki67,0.0001181377670293,0.005906888351467519,0.0,,,,,,,
1772228673.1956904,Rules,Estrogen_receptor,1.0425286150103398e-06,5.212643075051699e-05,0.0,,,,,,,
1772228673.197846,Transformer,Ki67,0.0001033136637674,0.0051656831883738355,0.0,,,,,,,
1772228673.2169242,Rules,Gene,9.183835318225718e-07,4.591917659112859e-05,0.0,,,,,,,
1772228673.223789,ML_CRF,Tumor,0.0005,0.25,0.0,,,,,,,
1772228673.2263327,Rules,Gene,8.141111005010732e-07,4.0705555025053665e-05,0.0,,,,,,,
1772228673.2337925,Rules,Gene,0.001,0.5,100.0,,,,,,,
1772228673.2337925,ML,Gene,0.002,1.0,200.0,,,,,,,
1772228673.2503953,Rules,HER2,1.1206760391114235e-06,5.6033801955571175e-05,0.0,,,,,,,
1772228673.2563636,Rules,Ki67,8.752249535289572e-07,4.376124767644786e-05,0.0,,,,,,,
1772228673.2583728,Transformer,Ki67,0.0001144348066652,0.00572174033326468,0.0,,,,,,,
1772228673.2590759,Rules,ER,8.07063509892587e-07,4.0353175494629345e-05,0.0,,,,,,,
1772228673.2590759,Transformer,ER,8.055915478769923e-05,0.004027957739384962,0.0,,,,,,,
71638026-dd9c-4193-b71a-adc2504225fe,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:45:12,15.872406721115112,1.3479845035989955e-06,9.10293935280402e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
8edb842d-eb3c-40cc-8a34-3d7d5723140a,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:46:59,16.075247526168823,1.2967385601426257e-06,8.756875496643152e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
981033d1-ea53-487c-88a1-1a32ced6c613,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 22:48:38,14.205996751785278,1.2908717728481109e-06,8.717257082043292e-08,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
0809447d-5479-4679-849f-de554d9272a2,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 22:50:42,15.62047028541565,1.564457778599058e-06,1.056478337887944e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
89c2f0c1-4bed-48c7-8f8d-3a924b1c0451,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 22:56:17,12.716713428497314,4.8220789161188685e-06,3.256349892055072e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
c061f2c2-f13e-4016-866e-1f83b5917442,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 22:56:59,12.724150896072388,4.425263837339415e-06,2.988380669355308e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
d0eee3d1-58b5-4c72-b40b-944cc99e3bc3,Consumtion_of_biomarker_brat_annotator.py,We Calculate...,,2026-02-27 23:01:30,12.74176287651062,4.514131191163496e-06,3.048392793392709e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
1772231201.4889112,Rules,Estrogen_receptor,9.527851221840772e-07,4.763925610920387e-05,0.0,,,,,,,
1772231201.5568354,Transformer,Ki67,0.0001012785623919,0.005063928119597203,0.0,,,,,,,
1772231201.5686092,Rules,Estrogen_receptor,1.1184916342421662e-06,5.592458171210831e-05,0.0,,,,,,,
1772231201.5686092,Transformer,Ki67,8.899249359084114e-05,0.004449624679542057,0.0,,,,,,,
1772231201.5686092,Rules,Estrogen_receptor,1.0330362931354862e-06,5.1651814656774315e-05,0.0,,,,,,,
1772231201.5686092,Transformer,Ki67,8.879079140408129e-05,0.004439539570204065,0.0,,,,,,,
1772231201.605373,Rules,Gene,1.0563832007337463e-06,5.281916003668733e-05,0.0,,,,,,,
1772231201.6185832,ML_CRF,Tumor,0.0005,0.25,0.0,,,,,,,
1772231201.6185832,Rules,Gene,1.0788295569621757e-06,5.394147784810878e-05,0.0,,,,,,,
1772231201.6344025,Rules,Gene,0.001,0.5,100.0,,,,,,,
1772231201.6344025,ML,Gene,0.002,1.0,200.0,,,,,,,
1772231201.6519063,Rules,HER2,9.090063121607628e-07,4.5450315608038144e-05,0.0,,,,,,,
1772231201.6519063,Rules,Ki67,1.1192413845622802e-06,5.596206922811401e-05,0.0,,,,,,,
1772231201.665569,Transformer,Ki67,0.0001109676301913,0.005548381509567511,0.0,,,,,,,
1772231201.6693223,Rules,ER,1.1429634843114775e-06,5.714817421557389e-05,0.0,,,,,,,
1772231201.671333,Transformer,ER,0.0001032150545237,0.0051607527261876085,0.0,,,,,,,
a092bec7-18f5-4897-9d95-1272e0a8cfa9,Consumtion_of_E_templeability.py,We Calculate...,,2026-02-27 23:28:39,5.3947412967681885,4.225392071547153e-06,2.853407265915793e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
ed2eb894-f23d-4e99-890c-10f191273056,Consumtion_of_E_templeability.py,We Calculate...,,2026-02-27 23:30:45,3.810156106948853,1.2857725258604989e-05,8.682821867135948e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
12ec837a-0ee6-466f-930d-1df9397e8e01,Consumtion_of_E_homogeneity.py,Calculating Linguistic Homogeneity,,2026-02-27 23:31:14,4.213115692138672,1.4555522296011217e-05,9.829344206496373e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
8da34c9b-2e35-4230-b75b-1dc028204404,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-27 23:31:50,3.811228275299072,1.2823866001001137e-05,8.659956710476068e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
f4cee375-6a94-4510-99ca-f3128dac21f1,Consumtion_of_E_fesability_NER.py,Calcul Faisabilite NER,,2026-02-28 13:04:09,3.516714572906494,1.8634263751848347e-06,1.258371831162319e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
e8cfd194-32d1-4d93-982e-2b2ea89ad7c9,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-28 13:04:43,4.041932582855225,2.4359119493832924e-06,1.644971339418538e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
c6949876-b913-49b6-b448-ffbf99fd1146,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-28 13:23:33,3.708221912384033,1.1820482759386906e-05,7.982372007413979e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
536525c6-eb94-49c7-ae1b-26912e324bc5,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-28 13:32:32,5.676286697387695,1.929137875130012e-05,1.302746807075297e-06,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
994d1c12-a1e9-4d04-978c-70d8f08cadfd,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-28 13:41:50,3.475749015808105,2.1475201255205422e-06,1.450220340764023e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
036bac15-92e9-42e7-bc56-2f26b95b8cb7,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-02-28 14:03:05,3.394597291946411,2.1187669531018085e-06,1.4308033234296514e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
8968ea81-e62c-4ceb-a8c9-78e74aa4a95f,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-03-03 12:20:35,4.422019720077515,1.4315784524046812e-05,9.66744928908881e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
41764a53-92c6-433c-8f50-7794d17bd8e0,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-03-03 12:21:53,5.828450202941895,1.93931907994078e-05,1.3096221746840084e-06,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
9ba4d8a7-8798-45b7-b1ba-820dbb72b0c5,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,,2026-03-03 12:23:37,5.678337335586548,1.904826655244403e-05,1.2863294402865457e-06,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0.0
5bd6f08b-ca3f-43bb-b90d-2b9a6fc38848,Consumtion_of_E_creation_arbre_decision.py,Building Decision Tree Config,N/A,2026-03-03 12:24:17,3.7378292083740234,1.1810904763507879e-05,7.975903986796871e-07,"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz/1 device(s), TDP:45.0",NVIDIA GeForce GTX 1650 1 device(s),Windows,FR/Rhône-Alpes,0
